label,text
A,En de #batavierenrace #nijmegen #enschede gaat van start met 350 teams in de strijd tegen kanker #kwf #bata4life ! http://t.co/p6U0aGHmYy
A,@Maarten908  Zet 'm op vannacht bij de #Batavierenrace :)
A,"#batavierenrace gestart, ik mocht schieten: een hele eer! Prachtige actie voor #kwf http://t.co/qqC6KHKJU0"
A,"We zijn begonnen, start van de 41e #Batavierenrace. http://t.co/sd9ih2oRC6"
A,"RT @Jvreeman: We zijn begonnen, start van de 41e #Batavierenrace. http://t.co/sd9ih2oRC6"
A,"RT @UTNieuws: Volg de @Batavierenrace via http://t.co/DSwCDfLbsu, http://t.co/TiMNFsMK1l en @UTNieuws. We zijn erbij van start tot finish! "
A,Batavierenrace Enschede van start - http://t.co/4r3MlGNYJ2
A,RT @UTNieuws: http://t.co/lkqg07sgfy De sintelbaan ligt er nu nog wat triest bij. Hopelijk morgen beter weer bij de finish van de @batavier
A,"RT @katjahunfeld: Tjonge, wat 'n indrukwekkende commandocentrale op vloer 5 #Vrijhof voor de #batavierenrace. Het lijkt wel of er een inhul"
A,"RT @Jvreeman: We zijn begonnen, start van de 41e #Batavierenrace. http://t.co/sd9ih2oRC6"
A,Succes aan alle lopers #Batavierenrace
A,RTV Oost: Batavierenrace Enschede van start http://t.co/FOM3mhbbZy
A,Batavierenrace Enschede van start: De 41e editie van de Batavierenrace is om middernacht van start gegaan. http://t.co/XP6evgHzni
A,Batavierenrace Enschede van start http://t.co/p32xuluqoR #nieuwsoverijssel #overijssel #nieuws
A,Batavierenrace Enschede van start: De 41e editie van de Batavierenrace is om middernacht van start gegaan. http://t.co/OEzzNrpJ81
A,Batavierenrace Enschede van start: De 41e editie van de Batavierenrace is om middernacht van start gegaan. http://t.co/LQU1POJsWZ
P,"Nayade reprisent, eerste Batavierenrace gaat zo beginnen. 10km voor de boeg (@ Radboud Universiteit Nijmegen) http://t.co/3LHVd2x7dw"
A,Vast een mooi evenement RT @rtvoost: Batavierenrace Enschede van start - http://t.co/cOkY3R44oA
A,RT @rtvoost: Batavierenrace Enschede van start - http://t.co/4r3MlGNYJ2
A,Batavierenrace Enschede van start http://t.co/aaVO3vJCSG #NieuwsOverijssel #Twente
A,Ik zou een moord doen voor ff een Bata update @GSTV_Tritanium #Bata2013
A,Batavierenrace #Enschede van start: De 41e editie van de Batavierenrace is om middernacht van start gegaan. http://t.co/djhBVxtOfO #Enschede
A,"Rond half 4 start ik met mijn 8,1km bij de Batavierenrace(vannacht)."
A,Nieuw artikel: Batavierenrace onderweg http://t.co/5ZehGpbGun
A,Batavierenrace #Enschede van start http://t.co/wIcFnbytC4
A,Over een uur gaan onze 25 #Arnhemse helden de #Bata13 lopen! Daar zijn wij HEEEEEEEL erg trots op! http://t.co/xH5vWSrqbu
A,Foto's van de start (0.00 uur) en massale warming up van de #Batavierenrace op http://t.co/m3LxL0dIb3 #bata2013
A,http://t.co/hWtG2lXWWl en ook de tweede startgroep is inmiddels onderweg naar Enschede @batavierenrace.  Wij nemen nog en biertje.
A,"Ik ga zo slapen, maar @Loekie94 mijn nichtje loopt zo meteen nog heel stoer een aantal kilometers van de #batavierenrace . Go girl!!!"
A,We zijn los! #Batavierenrace
A,Batavierenrace Enschede van start: De 41e editie van de Batavierenrace is om middernacht v... http://t.co/G8khtA3fUL #nieuws #Overijssel
A,Regio nieuws: Batavierenrace Enschede van start http://t.co/mzoP7UEJBZ #hengelo #twente
A,Batavierenrace Enschede van start http://t.co/hOCcNGPYgV #salland #nieuws
A,Regio Nieuws Batavierenrace Enschede van start http://t.co/RzFlTmxZGO #rtvoost #deventer
A,OVERIJSSEL:  Batavierenrace Enschede van start http://t.co/9Becy9Zjg6
A,Lekker slapen nu. Morgen verslag doen bata. @Jvreeman en @gijsvofoto zijn al vol aan de bak in Nijmegen #bata2013
A,RT @Jvreeman: Foto's van de start (0.00 uur) en massale warming up van de #Batavierenrace op http://t.co/m3LxL0dIb3 #bata2013
A,DJ Vincent kwam er niet bovenuit. Gelukkig voor hem stopte wij bij het startsein #batavierenrace #outraveznijmegen http://t.co/2MGll66SzM
A,Batavierenrace Enschede van start: De 41e editie van de Batavierenrace is om middernacht van start gegaan. http://t.co/uFmDHrA3Y1
A,lekker aan het volgen https://t.co/Fm68gjVo0r
A,RT @rtvoost: Batavierenrace Enschede van start - http://t.co/4r3MlGNYJ2
N,"De gekte ontvlucht naar wisselpunt 2, om 2 uur is het tijd om te schijnen! #batavierenrace @svtkag"
A,En alweer wakker. Straks aan het werk vandaag hele dag rijden voor de #Batavierenrace
A,RT @rtvoost: Batavierenrace Enschede van start - http://t.co/4r3MlGNYJ2
A,"Klaar voor de Batavierenrace! Over een paar uur mag ik aan de bak! De weersomstandigheden zijn prima. 7, 3 km"
A,"En we zijn weg! De Antilopen gaan de lange, donkere, Duitse nacht in #Batavierenrace"
A,Alle lopers veel plezier en succes! #batavierenrace
A,Voor alle lopers: veel plezier en succes! #batavierenrace
A,"Can't sleep in a gym in a sleeping bag, without pillow and with snoring people!!! @Batavierenrace http://t.co/CjtEw7C1jW"
A,"RT @BGrondelle: Can't sleep in a gym in a sleeping bag, without pillow and with snoring people!!! @Batavierenrace http://t.co/CjtEw7C1jW"
A,Hmm... een scherm met hekstek #vestingbar? Wat leuk! #MFASHoogh #batavierenrace
A,Batavierenrace Enschede van start - De 41e editie van de Batavierenrace is om middernacht van start gegaan. http://t.co/5QBcAdPnhD
A,En zo mijmerden we nog over de goede ouwe tijd dat Van Dik Hout optrad @RU_Refter met @avanlooijengoed en @roger_vos tijdens @Batavierenrace
P,"Het is bijna zo ver!! Sportkleding aan en naar @SV_Synergy, klaar voor de @Batavierenrace! #bata"
A,Vanmiddag tentamen gehad en zojuist heerlijk etappe van de #Batavierenrace geknald! #bata
A,"Na 5,5 uurtjes slaap helemaal klaar voor de Batavierenrace :D #bata #lekkervroeg"
P,Nachtje doortrekken en zo bus in voor de #batavierenrace Hopen op mooi weer ! Komt goed
A,"RT @jckaasjager: Het is bijna zo ver!! Sportkleding aan en naar @SV_Synergy, klaar voor de @Batavierenrace! #bata"
T,De nachtploeg is goed bezig!! Ochtendploeg uit de warme slaapzakken en op naar ulft! #batavierenrace #Buitengewoonnoordoostpolder
A,Just completed a 9.51 km run - heeft bij de batavierenrace de nachtetappe gelopen door een koud en d ... http://t.co/oKRlFUenkA #RunKeeper
N,Half vier... Halverwege de #EHBO #nachtdienst #batavierenrace. Tijd voor het volgende kopje koffie...
A,Tussenstand: #avphoenix 8e/368 in algemeen klassement na 3 etappes! #batavierenrace hulde voor Ruud die 3e werd in etappe
A,Lekkeeeerre gelopen dalijk de tijd ff checke #bata2013
A,4 uur 's nachts en we zitten in de bus voor batavierenrace 2013. Let's go!
A,"Een ongetrainde loper die tijdens de #batavierenrace 10km loopt, loopt meters om voor mijn telefoon die ik kwijt ben af te geven. #wauw #top"
A,"Een loper die zich tijdens de #batavierenrace kapot loopt, loopt om zodat hij mijn telefoon (die ik kwijt ben...)af kan geven. #wauw #top"
A,Wakker. Even snel n check stand van zaken #Batavierenrace. Wageningen aan kop.UT niet in top 3.
A,Met de spelersbus van Heracles naar de herstart van de ochtendploeg #Batavierenrace
R,De W van wakker rondjes lopen! #batavierenrace
A,Straks het spits afbijten met 10k rennen in de ochtendploeg #zinin #Batavierenrace
A,"Batavierenrace, heerlijk evenement en heerlijke etappe gelopen in de nacht. #BATA13"
A,@Batavierenrace @Aeolusrun @Appeltaart200 lekker warmgedraaid. Het gas gaat nu open! #schaftlokaal
A,Op zaterdag om 5.00 uur uit bed. Vandaag verslaat @UTNieuws de Batavierenrace.
R,"Just completed a 4.52 km run - Batavierenrace, ging lekker! http://t.co/aEmSQJ1Nnw #RunKeeper"
A,Wat leuk! @michielpunter: Met de spelersbus van #Heracles naar de herstart van de ochtendploeg #Batavierenrace
P,"Wopwop! Jammer van die karaokeavond bij mn buurman en die wekker om kwart over 2, maar: Kommaardoor met mijn shift!! :-D #batavierenrace"
A,RT @Jvreeman: Foto's van de start (0.00 uur) en massale warming up van de #Batavierenrace op http://t.co/m3LxL0dIb3 #bata2013
A,Batavierenrace herstart (@ DRU Cultuurfabriek en Schaftlokaal - @drucultuur w/ 4 others) http://t.co/PX32ohiYQG
A,@FemkeAkkerman Tebodin ook vertegenwoordigd op de #batavierenrace! Op de arm van het @ASVTaste team. http://t.co/NxtDsx01Ge
A,Batavierenrace Enschede van start: De 41e editie van de Batavierenrace is om middernacht van start gegaan. Lee... http://t.co/Vk3Bn6sYyk
A,Wakker en beseffende dat vandaag waarschijnlijk een drukke dag wordt op het werk #batavierenrace
T,@RunnersworldGr Team RUG/Hanze Runnersworld Groningen is klaar voor de ochtendshift! #Batavierenrace http://t.co/oi9tgaw71O
A,Tot dusver de shift van de ochtendploeg in de #Batavierenrace. 's Nachts een wedstrijd hardlopen is een bijzondere ervaring!
A,Onze razende reporter Frans interviewt de materiaalman in Ulft bij de #batavierenrace voor #WP26 http://t.co/89Ysla5lHa
A,Zo. Weer licht bij de batavierenrace. Ga zo naar het volgende punt. Lang geleden dat ik het licht heb zien worden. Nog twaalf uur dan bedje
A,"Onderweg naar station Eindhoven, om straks van Nettelhorst naar Noordijk te rennen tijdens #Bata2013 !"
A,En we gaan weer door! Ochtendploeg is gestart met Maarten. Succes! #avphoenix #batavierenrace http://t.co/cvi60YlZI6
A,Off we go! #Batavierenrace http://t.co/U4FHXeRZzy
A,"#batavierenrace Nijmegen slaat gaatje, UT-team vijfde na negen etappes http://t.co/HCZExwEMtp"
A,RT @Sibrenvdb: Tussenstand: #avphoenix 8e/368 in algemeen klassement na 3 etappes! #batavierenrace hulde voor Ruud die 3e werd in etappe
A,"RT @UTNieuws: #batavierenrace Nijmegen slaat gaatje, UT-team vijfde na negen etappes http://t.co/HCZExwEMtp"
A,Vandaag verslag doen van de #batavierenrace voor @UTNieuws. Straks vanuit #groenejager in Barchem.
T,RT @MartineBruinsma: @RunnersworldGr Team RUG/Hanze Runnersworld Groningen is klaar voor de ochtendshift! #Batavierenrace http://t.co/oi9tg
A,@Batavierenrace het wc papier is op bij wp9
N,"Zo, #nachtdienst #EHBO #batavierenrace zit er op. Nu een paar uur slapen en dan door naar de volgende dienst..."
A,@JozienWijkhuijs @erikvanrein @MickeySteijaert ZIJN JULLIE AAN HET WINNEN? #ANS #BATAVIERENRACE
A,"Maarten derde in zijn etappe, #avphoenix nu achtste bij de #batavierenrace! Middagploeg vertrekt binnen half uur naar Enschede."
A,@Piebe we gaan het proberen. Vandaag dubbelrol: veilig binnenhalen #Batavierenrace @bataradio en begeleiding #koninklijk #gezelschap
A,tis knetterdruk op het industrieterrein #Batavierenrace http://t.co/vV2e1GmMQq
A,In de bus naar #Enschede na een nacht doorhalen om met de Batavierenrace mee te lopen. Vanavond maar een biertje met @sogink ! #Bata13 #moe
A,RT @ROFNijmegen: En de #batavierenrace #nijmegen #enschede gaat van start met 350 teams in de strijd tegen kanker #kwf #bata4life ! http://
A,Op naar de campus om vervolgens naar Barchum te gaan voor de herstart van de #Batavierenrace
A,Terwijl de huisgenoten binnen strompelen zit ik te ontbijten om vanmiddag te gaan lopen. #batavierenrace
A,"RT @UTNieuws: #batavierenrace Nijmegen slaat gaatje, UT-team vijfde na negen etappes http://t.co/HCZExwEMtp"
A,"RT @Jvreeman: Verslagje uit Nijmegen, vlak voor start #Batavierenrace. Lopers @utsaxionteam liggen te slapen in t Sportcentrum. http://t.co"
A,"RT @UTNieuws: #batavierenrace Nijmegen slaat gaatje, UT-team vijfde na negen etappes http://t.co/HCZExwEMtp"
A,Onze PvdA-benjamin ko na Batavierenrace http://t.co/VRwWuLqez3
P,Zo naar de UT voor de Batavierenrace. Voor het eerst dat ik meedoe.
A,Hun hardloop enthousiasme hadden we 70 renners bij de VriendenVanEline voor de rolstoelbus. Kijk ook eens op http://t.co/VO9YCtZG2F 2/2
A,gehoord: @vheijmer loopt zich al warm voor zijn etappe van vanmiddag. #batavierenrace http://t.co/D00cakhl1h
D,Go Team Aeolus!! @Batavierenrace Straks @Arnemulder892 's tussenstand volgen. Neem die beker mee naar huis @Aeolusrun
T,RT @MartineBruinsma: @RunnersworldGr Team RUG/Hanze Runnersworld Groningen is klaar voor de ochtendshift! #Batavierenrace http://t.co/oi9tg
P,Zie dat de #batavierenrace dit weekend is. Dat brengt hele mooie herinneringen boven aan mijn studententijd. Zo'n gaaf evenement!
A,Helaas geen radio Enschede met @JanBruins en @biancaleusink ivm #Batavierenrace. \nJan en Tineke veel plezier in Friesland!
A,"@MaaikePlatvoet @sandrapool1 voorlopig nog stil en koud hier, finish wordt net opgebouwd. #batavierenrace #barchem"
P,"#batavierenrace, lui koop een kaart, of beter een Tom Tom !"
A,Water voor deelnemers #batavierenrace bij wisselpunt #Varsseveld http://t.co/pXHCVZTONX
A,10k in 40:54 (14.6 km/h) #Batavierenrace #tevreden
A,Eerste universiteitsploegen op wisselpunt 12 Heelweg. #batavierenrace http://t.co/cazvkhgJ2q
A,@basboekema @EBFGroningen heel veel succes met de Batavierenrace vandaag. Lekker hardlopen naar Enschede!
A,@WilmkeBoersma http://t.co/krsoZ8SRn4
A,Gem_OIJ: Water voor deelnemers #batavierenrace bij wisselpunt #Varsseveld http://t.co/492Tm9vSBt http://t.co/sqYGrpc0mP #GD
A,Gem_OIJ: Water voor deelnemers #batavierenrace bij wisselpunt #Varsseveld http://t.co/hBxjBnPcog #gemeente #overheid
A,Batavierenrace Enschede van start http://t.co/xkhbPQOGck
A,Batavierenrace Enschede van start: http://t.co/Tn18jeBpr8 #rtvoost
A,RT @cboekema: @basboekema @EBFGroningen heel veel succes met de Batavierenrace vandaag. Lekker hardlopen naar Enschede!
A,Op naar de #batavierenrace. Iets later dan gepland! Sapje als ontbijt. http://t.co/q452hIHXK5
A,RT @tvefm: Enenveertigste Batavierenrace van start http://t.co/qBdwUWQPbt #tvefm #enschede #batavierenrace #bataradio
A,Wil jij weten hoe het de Arnhemse student vergaat tijdens de Batavierenrace? Check hier de tussentijdse uitslagen.... http://t.co/PhzV43nmf7
A,"Druk in de winkel, en die batavierenrace is nog niet eens gaande hier #hoptjop"
A,Beetje stil op twitteraccount van @Batavierenrace Gebeurd er zo weinig in de race? #bata
A,@Batavierenrace  #HetRutbeek wenst alle deelnemers veel succes. Hopelijk veel toeschouwers om jullie aan te moedigen.
A,Sinds 3.30uur rijden in opdracht voor @oadreizen #Batavierenrace http://t.co/0E5x9dCBgF
A,"Middagploeg @UniTeamAdam, heerlijk uitgeslapen en klaar om te racen #batavierenrace http://t.co/GzzXauQD7g"
A,Wat een herrie.. Zo kan ik niet slapen #batavierenrace
A,"Vandaag: Batavierenrace Begin maar vast met trainen, want 27 april 2013 doet VESTING weer mee aan de Bataviere... http://t.co/X9gGF6uYTE"
A,RT @VSArnhem: Wil jij weten hoe het de Arnhemse student vergaat tijdens de Batavierenrace? Check hier de tussentijdse uitslagen.... http://
A,"24 uur wakker en counting! @UniTeamAdam is in Barchem, nacht en ochtend gaan goed! 12 uur de middag #batavierenrace"
A,RT @UTNieuws: http://t.co/80SYJzKpq9 Finish in Barchem wordt opgebouwd. #batavierenrace
A,RT @PetraSmolders: Zie dat de #batavierenrace dit weekend is. Dat brengt hele mooie herinneringen boven aan mijn studententijd. Zo'n gaaf e
A,Wakker door batavierenrace
A,"Toch wel jammer dat ik die @Batavierenrace moet missen, maar ja, Nieuw-Zeeland is ook niet heel slecht, op zich."
A,"Gisteravond in Nijmegen een fijn (te kort) weerzien met @Lexhouweling , hij heeft nacht-etappes gerend: topper! #batavierenrace"
A,"Batavierenrace op het DRU Industriepark: Vanmorgen heel vroeg was het weer zover, de jaarlijkse Batavierenrace... http://t.co/xEw0pbkHGL"
A,"RT @DRU_IP: Batavierenrace op het DRU Industriepark: Vanmorgen heel vroeg was het weer zover, de jaarlijkse Batavierenrace... http://t.co/x"
A,"RT @DRU_IP: Batavierenrace op het DRU Industriepark: Vanmorgen heel vroeg was het weer zover, de jaarlijkse Batavierenrace... http://t.co/x"
A,Vanmiddag om 14.30 uur komen de lopers van de @Batavierenrace aan op de Oude Markt #stadvannu en om 17.00 uur vertrekken zij naar @UTwente
A,"""Batavierenrace door Ulft: vroeg, druk &amp  gewoon een goed georganiseerd""zooitje ongeregeld""! http://t.co/ZlRpjhGk1h http://t.co/sbpzuU1IGO"""
A,RT @RemonBalster: @FemkeAkkerman Tebodin ook vertegenwoordigd op de #batavierenrace! Op de arm van het @ASVTaste team. http://t.co/NxtDsx01
A,RT @enschede: Vanmiddag om 14.30 uur komen de lopers van de @Batavierenrace aan op de Oude Markt #stadvannu en om 17.00 uur vertrekken zij 
A,"""De @Batavierenrace in Ulft: vroeg, druk &amp  gewoon een goed georganiseerd""zooitje ongeregeld""!! http://t.co/ZlRpjhGk1h http://t.co/sbpzuU1IGO"""
A,RT @RemonBalster: @FemkeAkkerman Tebodin ook vertegenwoordigd op de #batavierenrace! Op de arm van het @ASVTaste team. http://t.co/NxtDsx01
A,"De #Batavierenrace loopt voorspoedig, volg de hele race bij @BataRadio op #Enschede FM - Luister live: http://t.co/YLLxtrgKwP #tvefm #bata"
A,"Zoonlief @StefOosterveld professioneel gesoigneerd vertrokken voor #batavierenrace: bananen, bami en isotone sportdrank. Top begeleiding!"
A,"Een mooi evenement @Batavierenrace door de @Gem_OIJ. Zelf was ik nog vroeger op @DRU_IP voor de herstart, zie http://t.co/ZlRpjhGk1h #TOP"
A,"@jeroenvanurk Was erg gezellig voor de deur vanmorgen, heb er zelf ook rondgelopen, blijft een mooi evenement http://t.co/ZlRpjhGk1h"
A,Vandaag de maatschappelijke waarde van de batavierenrace herbeleven
A,Herstart Barchem uitgesteld omdat de medische ondersteuning nog niet gereed is. #batavierenrace
A,"Ik ben al vanaf 3 uur vanochtend op, en ik voel me topfit! #batavierenrace"
A,de zon wordt in Barchem met gejuich ontvangen #batavierenrace
N,De herstart in Barchem wordt iets uitgesteld omdat niet alle EHBO-medewerkers op tijd op hun post kunnen zitten #batavierenrace
A,RT @UTNieuws: de zon wordt in Barchem met gejuich ontvangen #batavierenrace
A,Batavierenrace derde maal bij DRU: #Ulft - Het DRU-complex in #Ulft was zaterdagmorgen vroeg voor de derde maal... http://t.co/QlziDMyDdx
A,check http://t.co/DSwCDfLbsu en http://t.co/kyOeb6F1yU (foto's) voor updates uit de #batavierenrace
A,@HoefmanBloom Zoon doet mee met de Batavierenrace (nijmegen-enschede) Zijn etappe Barchem - Nettelhorst. Bekend?
A,RT @UTNieuws: check http://t.co/DSwCDfLbsu en http://t.co/kyOeb6F1yU (foto's) voor updates uit de #batavierenrace
A,RT @dgachterhoek: Batavierenrace derde maal bij DRU: #Ulft - Het DRU-complex in #Ulft was zaterdagmorgen vroeg voor de derde maal... http:/
A,"Herstart #batavierenrace Barchem over kwartier, 20 min. later dan gepland"
A,"Vannacht om 12 uur was het startschot van de Batavierenrace, benieuwd of de Argonauten de 100e plek gaan... http://t.co/pi2qnC1uFg"
A,Batavierenrace derde maal bij DRU http://t.co/voJiMKrqyM
A,"Vannacht om 12 uur is het startschot van de Batavierenrace gelost in een vol stadion in Nijmegen, benieuwd of de... http://t.co/W3NJ2zIyfq"
A,"Vannacht om 12 uur is het startschot van de Batavierenrace gelost in een vol stadion in Nijmegen, benieuwd of de... http://t.co/YlyKZv2zAr"
A,Batavierenrace derde maal bij DRU: ULFT - Het DRU-complex in Ulft was zaterdagmorgen vroeg voor de derde maal een... http://t.co/oaO0UuUSPa
A,Batavierenrace derde maal bij DRU - ULFT - Het DRU-complex in Ulft was zaterdagmorgen vroeg voor de derde maal ... http://t.co/zYSY2mIRst
T,Gemiddelde snelheid in #Batavierenrace van #UT studenten team van @StefOosterveld ligt ruim boven 12 km/u. Respect voor echte sport!
A,Gelderlander (27-04 11:05 ) - Batavierenrace derde maal bij DRU http://t.co/ue0jNZKrgZ #nieuwbericht
A,Mag vanmiddag herstart #batavierenrace verzorgen. Gemengde gevoelens. Vandaag ook verjaardag @HalloHierManon. Moet dus ff feestje verlaten.
A,RT @PGWelman: Mag vanmiddag herstart #batavierenrace verzorgen. Gemengde gevoelens. Vandaag ook verjaardag @HalloHierManon. Moet dus ff fee
A,RT @PGWelman: Mag vanmiddag herstart #batavierenrace verzorgen. Gemengde gevoelens. Vandaag ook verjaardag @HalloHierManon. Moet dus ff fee
A,RT @enschede: Vanmiddag om 14.30 uur komen de lopers van de @Batavierenrace aan op de Oude Markt #stadvannu en om 17.00 uur vertrekken zij 
A,Batavierenrace derde maal bij DRU: Het DRU-complex in #Ulft was zaterdagmorgen vroeg voor de derde... http://t.co/UIbycY6p1l #Achterhoek
A,Batavierenrace derde maal bij DRU: ULFT - Het DRU-complex in Ulft was zaterdagmorgen vroeg voor de derde maal ... http://t.co/56R7UZH9ho
R,Middagploeg paraat! #batavierenrace (@ Barchem) http://t.co/Ar1fqQlqnR
A,RT @enschede: Vanmiddag om 14.30 uur komen de lopers van de @Batavierenrace aan op de Oude Markt #stadvannu en om 17.00 uur vertrekken zij 
A,@lisanneweeland haha Batavierenrace! Is 'race/loop' van studenten in groepen van Nijmegen naar Enschede!
A,Knallen bij de batavierenrace!
A,Batavierenrace derde maal bij DRU: Het DRU-complex in #Ulft was zaterdagmorgen vroeg voor de derde m... http://t.co/dvFB68T59N #Enschede
A,Bata hier op volle gang! #Batavierenrace #Bata13 #running @ Barchem http://t.co/GtHSmBuTkp
A,RT @enschede: Vanmiddag om 14.30 uur komen de lopers van de @Batavierenrace aan op de Oude Markt #stadvannu en om 17.00 uur vertrekken zij 
A,RT @enschede: Vanmiddag om 14.30 uur komen de lopers van de @Batavierenrace aan op de Oude Markt #stadvannu en om 17.00 uur vertrekken zij 
A,"Beroerde nacht, dus helaas geen batavierenrace meer voor mij. Zet 'm op team @EBFGroningen tijdens de laatste etappes!"
A,Vanmiddag hongerig na de #Batavierenrace? Genoeg te eten in #Enschede! #stadvannu #uiteten
A,"RT @tvefm: De #Batavierenrace loopt voorspoedig, volg de hele race bij @BataRadio op #Enschede FM - Luister live: http://t.co/YLLxtrgKwP #t"
A,Vanmiddag natuurlijk na #Batavierenrace naar #Koninklijk #Tattersal Bothoven om het Koninklijk paar te ontmoeten @Tbuitink @B_Visschedijk
A,Re: Batavieren race 27-04-2013: de batavierenrace is te beluisteren op de analoge kanalen van entopia 424.6375... http://t.co/6Y0qFgJbEo
A,Vanmiddag @PaulaRhe  aanmoedigen #batavierenrace #enschede
A,Vol aan de gang als lopers en medische begeleiding bij de #batavierenrace 2013.het gaat super!!! http://t.co/5uGNMsaxvS
A,RT @enschede: Vanmiddag om 14.30 uur komen de lopers van de @Batavierenrace aan op de Oude Markt #stadvannu en om 17.00 uur vertrekken zij 
A,RT @UTNieuws: Ook op social media is #Batavierenrace het gesprek van de dag. Met tweets van o.a. @fgj_oosterveld en @AnkeWiegmans. http://t
A,Mebiose lekker op snelheid met een gemiddelde van 10.82 km/u #Batavierenrace
A,http://t.co/S30wtelDGX de meeste lopers hebben de Lochemse berg achter de rug #batavierenrace
A,RT @UTNieuws: http://t.co/S30wtelDGX de meeste lopers hebben de Lochemse berg achter de rug #batavierenrace
A,RT @renepolman: Vol aan de gang als lopers en medische begeleiding bij de #batavierenrace 2013.het gaat super!!! http://t.co/5uGNMsaxvS
A,Waar blijft dat wedstrijdverslag op de Bata-radio? @Batavierenrace
A,"Ontbijt om 3 uur, check. Ontbijt om 6 uur check. Ontbijt om 9 uur, check. Ontbijt om 12.45, check. En nu slapen. #batavierenrace"
A,"""RT @rilonl: De @Batavierenrace in Ulft: vroeg, druk &amp  gewoon een goed georganiseerd""zooitje ongeregeld""!! http://t.co/ZlRpjhGk1h http:"""
A,"Briefing laatste gedeelte, 40 verkeersregelaars + coll Politie #Batavierenrace @bataradio 053. http://t.co/ivokAyW65p"
A,RT @dgachterhoek: Batavierenrace derde maal bij DRU: #Ulft - Het DRU-complex in #Ulft was zaterdagmorgen vroeg voor de derde maal... http:/
A,"ULFT  Het DRU-complex in Ulft was zaterdagmorgen vroeg voor de derde maal een tussenstop voor de Batavierenrace,... http://t.co/L1qxkqsxFz"
A,"Met busje richting wisselpunt. Dan mijn etappe van 8,8 km lopen. #Batavierenrace"
A,Op naar Enschede! #batavierenrace
A,"Op http://t.co/kyOeb6F1yU staat nu een album met foto's van etappe 18, de Lochemse berg, een van de zwaarste etappes van de #batavierenrace"
A,Net een rondje gelopen over de langzaam vullende campus. Nu weer door studeren in de UB ondersteund door de muziek van buiten#batavierenrace
A,Net een rondje gelopen over de langzaam vullende campus. Nu weer door studeren @UBUTwente ondersteund door de bata muziek  #batavierenrace
A,@SimoneKramer Slaap lekker en na het slapen natuurlijk gewoon weer een ontbijtje  ) #batavierenrace
A,"#batavierenrace, interview met een van de zes teams uit Sloveni: Met hanenkam rennen naar Bata-feest http://t.co/cmRNi4aMYU"
A,"#batavierenrace: Nijmegen loopt verder uit. Na etappe 20 ruim 16 min. voor Eindhoven, 17 op Groningen en Wageningen. Enschede 6e op half uur"
C,Op de helft van de #batavierenrace staat Perikles er boven verwachting goed op met de 209e tijd. Op naar de top 200? http://t.co/RfiNXPs1q1
A,Verkeersposten op route naar centrum 053 worden ingenomen.  #batavierenrace @bataradio. Lopers met 15 min vertraging
A,RT @renepolman: Vol aan de gang als lopers en medische begeleiding bij de #batavierenrace 2013.het gaat super!!! http://t.co/5uGNMsaxvS
A,Onze nieuwe knakworstwarmhoudcontainer bij de #Batavierenrace http://t.co/0nJ9DVYAlR
A,Elk jaar weer leuk om te werken tijdens #batavierenrace Verslag gedaan + foto's gemaakt voor @UTNieuws vanuit Barchem http://t.co/f85Zuwoeip
A,Volg live de ontknoping van de #Batavierenrace - Luister tot 19u @BataRadio op Enschede FM http://t.co/YLLxtrgKwP #tvefm #enschede #bata
A,"RT @UTNieuws: #batavierenrace: Nijmegen loopt verder uit. Na etappe 20 ruim 16 min. voor Eindhoven, 17 op Groningen en Wageningen. Enschede"
A,RT @tvefm: Volg live de ontknoping van de #Batavierenrace - Luister tot 19u @BataRadio op Enschede FM http://t.co/YLLxtrgKwP #tvefm #ensche
A,RT @alumniUT: Happening now! Van herstart Barchem (foto) naar herstart binnenstad Enschede. #Batavierenrace http://t.co/5NwlmHZ5kI http://t
A,met mn iPhone in bed #griep Batavierenrace volgend #bata
A,"@UTNieuws @Batavierenrace De #Batavierenrace haalt de finish in Enschede, dat is zeker. Maar haalt http://t.co/RQmnTAfGhu de 10k euro? &gt &gt"
A,RT @UTNieuws: Ook op social media is #Batavierenrace het gesprek van de dag. Met tweets van o.a. @fgj_oosterveld en @AnkeWiegmans. http://t
A,&gt &gt  @utnieuws @batavierenrace Wellicht dat teams de borg voor de hesjes nog willen doneren? En de lopers hun resterende muntjes na het feest?
A,"RT @MauriceEssers: @UTNieuws @Batavierenrace De #Batavierenrace haalt de finish in Enschede, dat is zeker. Maar haalt http://t.co/RQmnTAfGh"
A,"Terwijl tussen Nijmegen en Enschede de @batavierenrace in volle gang is, ben ik onderweg naar Goor voor de @gekmetmekaar theatertour."
A,RT @enschede: Vanmiddag om 14.30 uur komen de lopers van de @Batavierenrace aan op de Oude Markt #stadvannu en om 17.00 uur vertrekken zij 
A,Nog een geile loopster bij de batavierenrace? X
A,"Steeds meer lopers binnen, 191e plek at the moment #batavierenrace #teamperikles http://t.co/fzWZCUqWqI"
A,"Ondertussen rennen onze #Arnhemse studenten al 11,5 uur! #Bata13 #helden"
R,"He lekker is dat! 27,5km hardlopen met halverwege een 9,5km lange #Batavierenrace etappe. Toch nog een 13e tijd gelopen. #leuk"
A,@K_tje . Wot is dyn team namme? By de batavierenrace
